Words,Features,# of words in apple,# of unique words in all documents,Condition prob of given word in apple
pour,0,5206,2844,0.000124224
singapore,0,5206,2844,0.000124224
pacific,0,5206,2844,0.000124224
region,0,5206,2844,0.000124224
parkway,0,5206,2844,0.000124224
novena,0,5206,2844,0.000124224
premier,0,5206,2844,0.000124224
healthcare,0,5206,2844,0.000124224
impatient,0,5206,2844,0.000124224
arriver,0,5206,2844,0.000124224
salisbury,0,5206,2844,0.000124224
tournament,0,5206,2844,0.000124224
fire,0,5206,2844,0.000124224
fringe,0,5206,2844,0.000124224
pulse,0,5206,2844,0.000124224
para,0,5206,2844,0.000124224
ringgit,0,5206,2844,0.000124224
european,0,5206,2844,0.000124224
currenci,0,5206,2844,0.000124224
strengthen,0,5206,2844,0.000124224
outweigh,0,5206,2844,0.000124224
higher,0,5206,2844,0.000124224
ey,0,5206,2844,0.000124224
thailand,0,5206,2844,0.000124224
factor,0,5206,2844,0.000124224
agency,0,5206,2844,0.000124224
originally,0,5206,2844,0.000124224
guardian,0,5206,2844,0.000124224
shop,0,5206,2844,0.000124224
strategi,0,5206,2844,0.000124224
pace,0,5206,2844,0.000124224
spain,0,5206,2844,0.000124224
downside,0,5206,2844,0.000124224
rumour,0,5206,2844,0.000124224
dive,0,5206,2844,0.000124224
bond,0,5206,2844,0.000124224
strait,0,5206,2844,0.000124224
wheat,0,5206,2844,0.000124224
monopoly,0,5206,2844,0.000124224
swap,0,5206,2844,0.000124224
compliance,0,5206,2844,0.000124224
leas,0,5206,2844,0.000124224
programme,0,5206,2844,0.000124224
rachel,0,5206,2844,0.000124224
specify,0,5206,2844,0.000124224
license,0,5206,2844,0.000124224
surfactant,0,5206,2844,0.000124224
sauce,0,5206,2844,0.000124224
tout,0,5206,2844,0.000124224
beau,0,5206,2844,0.000124224
panda,0,5206,2844,0.000124224
affect,0,5206,2844,0.000124224
rank,0,5206,2844,0.000124224
vendor,0,5206,2844,0.000124224
degree,0,5206,2844,0.000124224
format,0,5206,2844,0.000124224
annotate,0,5206,2844,0.000124224
bibliography,0,5206,2844,0.000124224
jew,0,5206,2844,0.000124224
jesu,0,5206,2844,0.000124224
5206,0,5206,2844,0.000124224
hitler,0,5206,2844,0.000124224
lab,0,5206,2844,0.000124224
harvard,0,5206,2844,0.000124224
mindfulness,0,5206,2844,0.000124224
technique,0,5206,2844,0.000124224
jewel,0,5206,2844,0.000124224
swear,0,5206,2844,0.000124224
nada,0,5206,2844,0.000124224
dealt,0,5206,2844,0.000124224
method,0,5206,2844,0.000124224
profitable,0,5206,2844,0.000124224
duke,0,5206,2844,0.000124224
homeless,0,5206,2844,0.000124224
Youth,0,5206,2844,0.000124224
domestic,0,5206,2844,0.000124224
violence,0,5206,2844,0.000124224
newbi,0,5206,2844,0.000124224
river,0,5206,2844,0.000124224
waste,0,5206,2844,0.000124224
will,0,5206,2844,0.000124224
hail,0,5206,2844,0.000124224
encounter,0,5206,2844,0.000124224
agenda,0,5206,2844,0.000124224
funniest,0,5206,2844,0.000124224
sushi,0,5206,2844,0.000124224
lawyer,0,5206,2844,0.000124224
police,0,5206,2844,0.000124224
okay,0,5206,2844,0.000124224
feedback,0,5206,2844,0.000124224
settlement,0,5206,2844,0.000124224
plaintiff,0,5206,2844,0.000124224
role,0,5206,2844,0.000124224
insolvency,0,5206,2844,0.000124224
reconnaissance,0,5206,2844,0.000124224
caution,0,5206,2844,0.000124224
cyanogen,0,5206,2844,0.000124224
deep,0,5206,2844,0.000124224
participate,0,5206,2844,0.000124224
certification,0,5206,2844,0.000124224
spanish,0,5206,2844,0.000124224
medical,0,5206,2844,0.000124224
buffalo,0,5206,2844,0.000124224
pavilion,0,5206,2844,0.000124224
claw,0,5206,2844,0.000124224
relevance,0,5206,2844,0.000124224
rich,0,5206,2844,0.000124224
excel,0,5206,2844,0.000124224
productive,0,5206,2844,0.000124224
communication,0,5206,2844,0.000124224
underrate,0,5206,2844,0.000124224
dish,0,5206,2844,0.000124224
handset,0,5206,2844,0.000124224
explorer,0,5206,2844,0.000124224
eate,0,5206,2844,0.000124224
priceless,0,5206,2844,0.000124224
vancouver,0,5206,2844,0.000124224
evangelist,0,5206,2844,0.000124224
cash,0,5206,2844,0.000124224
coast,0,5206,2844,0.000124224
portland,0,5206,2844,0.000124224
safe,0,5206,2844,0.000124224
safety,0,5206,2844,0.000124224
technologi,0,5206,2844,0.000124224
encourage,0,5206,2844,0.000124224
career,0,5206,2844,0.000124224
enjoy,0,5206,2844,0.000124224
compell,0,5206,2844,0.000124224
self-service,0,5206,2844,0.000124224
registration,0,5206,2844,0.000124224
curate,0,5206,2844,0.000124224
greenwich,0,5206,2844,0.000124224
later,0,5206,2844,0.000124224
charity,0,5206,2844,0.000124224
philanthropy,0,5206,2844,0.000124224
scientist,0,5206,2844,0.000124224
extent,0,5206,2844,0.000124224
sponsor,0,5206,2844,0.000124224
delegate,0,5206,2844,0.000124224
validate,0,5206,2844,0.000124224
target,0,5206,2844,0.000124224
touchscreen,0,5206,2844,0.000124224
campu,0,5206,2844,0.000124224
mixer,0,5206,2844,0.000124224
science,0,5206,2844,0.000124224
fiction,0,5206,2844,0.000124224
playful,0,5206,2844,0.000124224
faculty,0,5206,2844,0.000124224
pois,0,5206,2844,0.000124224
action,0,5206,2844,0.000124224
contender,0,5206,2844,0.000124224
combine,0,5206,2844,0.000124224
interface,0,5206,2844,0.000124224
became,0,5206,2844,0.000124224
citizenship,0,5206,2844,0.000124224
member,0,5206,2844,0.000124224
border,0,5206,2844,0.000124224
utiliti,0,5206,2844,0.000124224
enterprise,0,5206,2844,0.000124224
scalability,0,5206,2844,0.000124224
unfair,0,5206,2844,0.000124224
assessment,0,5206,2844,0.000124224
sage,0,5206,2844,0.000124224
dynamic,0,5206,2844,0.000124224
opportuniti,0,5206,2844,0.000124224
tour,0,5206,2844,0.000124224
helsinki,0,5206,2844,0.000124224
finland,0,5206,2844,0.000124224
sugar-coate,0,5206,2844,0.000124224
blatant,0,5206,2844,0.000124224
propaganda,0,5206,2844,0.000124224
composite,0,5206,2844,0.000124224
individual,0,5206,2844,0.000124224
technological,0,5206,2844,0.000124224
futuristic,0,5206,2844,0.000124224
desir,0,5206,2844,0.000124224
provid,0,5206,2844,0.000124224
fund,0,5206,2844,0.000124224
sweatshop,0,5206,2844,0.000124224
gate,0,5206,2844,0.000124224
foundation,0,5206,2844,0.000124224
courtesy,0,5206,2844,0.000124224
inspir,0,5206,2844,0.000124224
surface,0,5206,2844,0.000124224
vulnerability,0,5206,2844,0.000124224
framework,0,5206,2844,0.000124224
eclips,0,5206,2844,0.000124224
violate,0,5206,2844,0.000124224
u.,0,5206,2844,0.000124224
law,0,5206,2844,0.000124224
netscape,0,5206,2844,0.000124224
victim,0,5206,2844,0.000124224
racketeer,0,5206,2844,0.000124224
outlaw,0,5206,2844,0.000124224
worker,0,5206,2844,0.000124224
chief,0,5206,2844,0.000124224
mole,0,5206,2844,0.000124224
messy,0,5206,2844,0.000124224
nightmare,0,5206,2844,0.000124224
creepy,0,5206,2844,0.000124224
enrage,0,5206,2844,0.000124224
produce,0,5206,2844,0.000124224
lobby,0,5206,2844,0.000124224
politician,0,5206,2844,0.000124224
acceptable,0,5206,2844,0.000124224
sit,0,5206,2844,0.000124224
compare,0,5206,2844,0.000124224
albatross,0,5206,2844,0.000124224
neck,0,5206,2844,0.000124224
happier,0,5206,2844,0.000124224
comp,0,5206,2844,0.000124224
discussion,0,5206,2844,0.000124224
grab,0,5206,2844,0.000124224
nearly,0,5206,2844,0.000124224
dine,0,5206,2844,0.000124224
lean,0,5206,2844,0.000124224
concept,0,5206,2844,0.000124224
corporation,0,5206,2844,0.000124224
difference,0,5206,2844,0.000124224
kick,0,5206,2844,0.000124224
alongside,0,5206,2844,0.000124224
colour,0,5206,2844,0.000124224
blew,0,5206,2844,0.000124224
water,0,5206,2844,0.000124224
interoperability,0,5206,2844,0.000124224
backward,0,5206,2844,0.000124224
compatibility,0,5206,2844,0.000124224
stephen,0,5206,2844,0.000124224
cesspit,0,5206,2844,0.000124224
extreme,0,5206,2844,0.000124224
avoid,0,5206,2844,0.000124224
negative,0,5206,2844,0.000124224
comment,0,5206,2844,0.000124224
distrust,0,5206,2844,0.000124224
angst,0,5206,2844,0.000124224
fixation,0,5206,2844,0.000124224
wave,0,5206,2844,0.000124224
bye-bye,0,5206,2844,0.000124224
preach,0,5206,2844,0.000124224
value,0,5206,2844,0.000124224
excuse,0,5206,2844,0.000124224
instantly,0,5206,2844,0.000124224
manually,0,5206,2844,0.000124224
unproductive,0,5206,2844,0.000124224
forc,0,5206,2844,0.000124224
enemi,0,5206,2844,0.000124224
pray,0,5206,2844,0.000124224
licens,0,5206,2844,0.000124224
baffle,0,5206,2844,0.000124224
moron,0,5206,2844,0.000124224
arrogance,0,5206,2844,0.000124224
compliment,0,5206,2844,0.000124224
obituari,0,5206,2844,0.000124224
riskiest,0,5206,2844,0.000124224
attribut,0,5206,2844,0.000124224
undergo,0,5206,2844,0.000124224
trial,0,5206,2844,0.000124224
alleg,0,5206,2844,0.000124224
practice,0,5206,2844,0.000124224
conclud,0,5206,2844,0.000124224
march,0,5206,2844,0.000124224
ultimate,0,5206,2844,0.000124224
catastrophe,0,5206,2844,0.000124224
plot,0,5206,2844,0.000124224
loathe,0,5206,2844,0.000124224
unable,0,5206,2844,0.000124224
german,0,5206,2844,0.000124224
federal,0,5206,2844,0.000124224
trojan,0,5206,2844,0.000124224
spy,0,5206,2844,0.000124224
exception,0,5206,2844,0.000124224
slack,0,5206,2844,0.000124224
mandarin,0,5206,2844,0.000124224
studi,0,5206,2844,0.000124224
cisco,0,5206,2844,0.000124224
sledgehammer,0,5206,2844,0.000124224
sake,0,5206,2844,0.000124224
friendship,0,5206,2844,0.000124224
aggressive,0,5206,2844,0.000124224
criticise,0,5206,2844,0.000124224
face-to-face,0,5206,2844,0.000124224
corporate,0,5206,2844,0.000124224
bonobo,0,5206,2844,0.000124224
monkey,0,5206,2844,0.000124224
ass,0,5206,2844,0.000124224
linux,0,5206,2844,0.000124224
extremist,0,5206,2844,0.000124224
attack,0,5206,2844,0.000124224
freedom,0,5206,2844,0.000124224
age,0,5206,2844,0.000124224
faith,0,5206,2844,0.000124224
lift,0,5206,2844,0.000124224
clear,0,5206,2844,0.000124224
disable,0,5206,2844,0.000124224
third,0,5206,2844,0.000124224
unmindful,0,5206,2844,0.000124224
collect,0,5206,2844,0.000124224
letter,0,5206,2844,0.000124224
retire,0,5206,2844,0.000124224
techie,0,5206,2844,0.000124224
leader,0,5206,2844,0.000124224
darkness,0,5206,2844,0.000124224
bind,0,5206,2844,0.000124224
vista,0,5206,2844,0.000124224
unborn,0,5206,2844,0.000124224
prediction,0,5206,2844,0.000124224
dell,0,5206,2844,0.000124224
shitty,0,5206,2844,0.000124224
ghost,0,5206,2844,0.000124224
logic,0,5206,2844,0.000124224
enlighten,0,5206,2844,0.000124224
diaz,0,5206,2844,0.000124224
influential,0,5206,2844,0.000124224
hispanic,0,5206,2844,0.000124224
compiler,0,5206,2844,0.000124224
specialist,0,5206,2844,0.000124224
bangalore,0,5206,2844,0.000124224
spigot,0,5206,2844,0.000124224
paper,0,5206,2844,0.000124224
bogu,0,5206,2844,0.000124224
benchmark,0,5206,2844,0.000124224
testify,0,5206,2844,0.000124224
novel,0,5206,2844,0.000124224
copyright,0,5206,2844,0.000124224
advert,0,5206,2844,0.000124224
denali,0,5206,2844,0.000124224
technical,0,5206,2844,0.000124224
researcher,0,5206,2844,0.000124224
gentle,0,5206,2844,0.000124224
meekly,0,5206,2844,0.000124224
doom,0,5206,2844,0.000124224
supporter,0,5206,2844,0.000124224
quote,0,5206,2844,0.000124224
episode,0,5206,2844,0.000124224
hawaii,0,5206,2844,0.000124224
kickoff,0,5206,2844,0.000124224
ping,0,5206,2844,0.000124224
embrac,0,5206,2844,0.000124224
apache,0,5206,2844,0.000124224
azure,0,5206,2844,0.000124224
pareto,0,5206,2844,0.000124224
chart,0,5206,2844,0.000124224
procedural,0,5206,2844,0.000124224
syntax,0,5206,2844,0.000124224
talent,0,5206,2844,0.000124224
boast,0,5206,2844,0.000124224
temp,0,5206,2844,0.000124224
workforce,0,5206,2844,0.000124224
beeline,0,5206,2844,0.000124224
central,0,5206,2844,0.000124224
boxe,0,5206,2844,0.000124224
holiday,0,5206,2844,0.000124224
bundle,0,5206,2844,0.000124224
season,0,5206,2844,0.000124224
joint,0,5206,2844,0.000124224
vital,0,5206,2844,0.000124224
participation,0,5206,2844,0.000124224
weep,0,5206,2844,0.000124224
mercy,0,5206,2844,0.000124224
firmware,0,5206,2844,0.000124224
innovate,0,5206,2844,0.000124224
api,0,5206,2844,0.000124224
basic,0,5206,2844,0.000124224
broadly,0,5206,2844,0.000124224
insight,0,5206,2844,0.000124224
organization,0,5206,2844,0.000124224
interact,0,5206,2844,0.000124224
norway,0,5206,2844,0.000124224
chair,0,5206,2844,0.000124224
interview,0,5206,2844,0.000124224
minority,0,5206,2844,0.000124224
carnegie,0,5206,2844,0.000124224
mellon,0,5206,2844,0.000124224
incomparable,0,5206,2844,0.000124224
tangl,0,5206,2844,0.000124224
mess,0,5206,2844,0.000124224
desk,0,5206,2844,0.000124224
conductive,0,5206,2844,0.000124224
gesture,0,5206,2844,0.000124224
spare,0,5206,2844,0.000124224
arbitrary,0,5206,2844,0.000124224
everyday,0,5206,2844,0.000124224
booth,0,5206,2844,0.000124224
duty,0,5206,2844,0.000124224
modern,0,5206,2844,0.000124224
warfare,0,5206,2844,0.000124224
transform,0,5206,2844,0.000124224
dancer,0,5206,2844,0.000124224
nowhere,0,5206,2844,0.000124224
near,0,5206,2844,0.000124224
slash,0,5206,2844,0.000124224
quincy,0,5206,2844,0.000124224
washington,0,5206,2844,0.000124224
summary,0,5206,2844,0.000124224
feet,0,5206,2844,0.000124224
supplier,0,5206,2844,0.000124224
sustainability,0,5206,2844,0.000124224
movement,0,5206,2844,0.000124224
plastic,0,5206,2844,0.000124224
approach,0,5206,2844,0.000124224
durban,0,5206,2844,0.000124224
conflict,0,5206,2844,0.000124224
guru,0,5206,2844,0.000124224
institute,0,5206,2844,0.000124224
accuracy,0,5206,2844,0.000124224
integration,0,5206,2844,0.000124224
incorrect,0,5206,2844,0.000124224
association,0,5206,2844,0.000124224
undecid,0,5206,2844,0.000124224
minu,0,5206,2844,0.000124224
celebrity,0,5206,2844,0.000124224
impersonation,0,5206,2844,0.000124224
common,0,5206,2844,0.000124224
clothe,0,5206,2844,0.000124224
initiative,0,5206,2844,0.000124224
alternate,0,5206,2844,0.000124224
row,0,5206,2844,0.000124224
shortcut,0,5206,2844,0.000124224
bargain,0,5206,2844,0.000124224
bruise,0,5206,2844,0.000124224
expectation,0,5206,2844,0.000124224
deployment,0,5206,2844,0.000124224
securiti,0,5206,2844,0.000124224
interaction,0,5206,2844,0.000124224
engag,0,5206,2844,0.000124224
diss,0,5206,2844,0.000124224
e-commerce,0,5206,2844,0.000124224
expert,0,5206,2844,0.000124224
manipulate,0,5206,2844,0.000124224
swipe,0,5206,2844,0.000124224
dawn,0,5206,2844,0.000124224
evan,0,5206,2844,0.000124224
exec,0,5206,2844,0.000124224
seri,0,5206,2844,0.000124224
operation,0,5206,2844,0.000124224
holographic,0,5206,2844,0.000124224
vision,0,5206,2844,0.000124224
governance,0,5206,2844,0.000124224
exam,0,5206,2844,0.000124224
appli,0,5206,2844,0.000124224
critic,0,5206,2844,0.000124224
friendliness,0,5206,2844,0.000124224
branch,0,5206,2844,0.000124224
appliance,0,5206,2844,0.000124224
hybrid,0,5206,2844,0.000124224
gateway,0,5206,2844,0.000124224
fanatic,0,5206,2844,0.000124224
secur,0,5206,2844,0.000124224
certificate,0,5206,2844,0.000124224
brief,0,5206,2844,0.000124224
intelligence,0,5206,2844,0.000124224
studio,0,5206,2844,0.000124224
package,0,5206,2844,0.000124224
wonderful,0,5206,2844,0.000124224
orlando,0,5206,2844,0.000124224
automation,0,5206,2844,0.000124224
disney,0,5206,2844,0.000124224
course,0,5206,2844,0.000124224
persona,0,5206,2844,0.000124224
celebriti,0,5206,2844,0.000124224
road,0,5206,2844,0.000124224
newly,0,5206,2844,0.000124224
testimonial,0,5206,2844,0.000124224
seriou,0,5206,2844,0.000124224
view,0,5206,2844,0.000124224
connectivity,0,5206,2844,0.000124224
breakfast,0,5206,2844,0.000124224
slam,0,5206,2844,0.000124224
refine,0,5206,2844,0.000124224
regard,0,5206,2844,0.000124224
sugar,0,5206,2844,0.000124224
database,0,5206,2844,0.000124224
structure,0,5206,2844,0.000124224
accelerate,0,5206,2844,0.000124224
var,0,5206,2844,0.000124224
lucky,0,5206,2844,0.000124224
19th,0,5206,2844,0.000124224
department,0,5206,2844,0.000124224
justice,0,5206,2844,0.000124224
began,0,5206,2844,0.000124224
obsolete,0,5206,2844,0.000124224
flood,0,5206,2844,0.000124224
crisi,0,5206,2844,0.000124224
bangkok,0,5206,2844,0.000124224
county,0,5206,2844,0.000124224
automate,0,5206,2844,0.000124224
optimization,0,5206,2844,0.000124224
visibility,0,5206,2844,0.000124224
publish,0,5206,2844,0.000124224
cookbook,0,5206,2844,0.000124224
disguise,0,5206,2844,0.000124224
amateur,0,5206,2844,0.000124224
obviou,0,5206,2844,0.000124224
voucher,0,5206,2844,0.000124224
quarterly,0,5206,2844,0.000124224
implement,0,5206,2844,0.000124224
prompt,0,5206,2844,0.000124224
elevate,0,5206,2844,0.000124224
silently,0,5206,2844,0.000124224
academy,0,5206,2844,0.000124224
kenya,0,5206,2844,0.000124224
east,0,5206,2844,0.000124224
southern,0,5206,2844,0.000124224
multimedia,0,5206,2844,0.000124224
stravinsky,0,5206,2844,0.000124224
cd-rom,0,5206,2844,0.000124224
notebook,0,5206,2844,0.000124224
plug,0,5206,2844,0.000124224
installation,0,5206,2844,0.000124224
trashe,0,5206,2844,0.000124224
credential,0,5206,2844,0.000124224
director,0,5206,2844,0.000124224
consult,0,5206,2844,0.000124224
oracle,0,5206,2844,0.000124224
trade,0,5206,2844,0.000124224
packag,0,5206,2844,0.000124224
david,0,5206,2844,0.000124224
seize,0,5206,2844,0.000124224
boss,0,5206,2844,0.000124224
tile,0,5206,2844,0.000124224
heaven,0,5206,2844,0.000124224
gadgeteer,0,5206,2844,0.000124224
stimulate,0,5206,2844,0.000124224
playback,0,5206,2844,0.000124224
badge,0,5206,2844,0.000124224
additional,0,5206,2844,0.000124224
internal,0,5206,2844,0.000124224
greenest,0,5206,2844,0.000124224
danger,0,5206,2844,0.000124224
anonymou,0,5206,2844,0.000124224
example,0,5206,2844,0.000124224
pitman,0,5206,2844,0.000124224
customize,0,5206,2844,0.000124224
scam,0,5206,2844,0.000124224
viru,0,5206,2844,0.000124224
potential,0,5206,2844,0.000124224
qualification,0,5206,2844,0.000124224
lay,0,5206,2844,0.000124224
toulouse,0,5206,2844,0.000124224
achiev,0,5206,2844,0.000124224
mill,0,5206,2844,0.000124224
transaction,0,5206,2844,0.000124224
garner,0,5206,2844,0.000124224
organise,0,5206,2844,0.000124224
gold,0,5206,2844,0.000124224
tumble,0,5206,2844,0.000124224
dozen,0,5206,2844,0.000124224
organize,0,5206,2844,0.000124224
emergency,0,5206,2844,0.000124224
seat,0,5206,2844,0.000124224
delaware,0,5206,2844,0.000124224
projector,0,5206,2844,0.000124224
south,0,5206,2844,0.000124224
richmond,0,5206,2844,0.000124224
backyard,0,5206,2844,0.000124224
queue,0,5206,2844,0.000124224
workspace,0,5206,2844,0.000124224
ti,0,5206,2844,0.000124224
fri,0,5206,2844,0.000124224
balance,0,5206,2844,0.000124224
surpass,0,5206,2844,0.000124224
government,0,5206,2844,0.000124224
blob,0,5206,2844,0.000124224
milky,0,5206,2844,0.000124224
film,0,5206,2844,0.000124224
busyness,0,5206,2844,0.000124224
pocket,0,5206,2844,0.000124224
handheld,0,5206,2844,0.000124224
sterl,0,5206,2844,0.000124224
resume,0,5206,2844,0.000124224
consideration,0,5206,2844,0.000124224
algeria,0,5206,2844,0.000124224
britain,0,5206,2844,0.000124224
attract,0,5206,2844,0.000124224
shot,0,5206,2844,0.000124224
custom,0,5206,2844,0.000124224
sort,0,5206,2844,0.000124224
categori,0,5206,2844,0.000124224
wire,0,5206,2844,0.000124224
comput,0,5206,2844,0.000124224
escape,0,5206,2844,0.000124224
cake,0,5206,2844,0.000124224
involv,0,5206,2844,0.000124224
balm,0,5206,2844,0.000124224
royalti,0,5206,2844,0.000124224
pastel,0,5206,2844,0.000124224
physical,0,5206,2844,0.000124224
creator,0,5206,2844,0.000124224
driver,0,5206,2844,0.000124224
administrator,0,5206,2844,0.000124224
consultant,0,5206,2844,0.000124224
trainer,0,5206,2844,0.000124224
bank,0,5206,2844,0.000124224
hype,0,5206,2844,0.000124224
workload,0,5206,2844,0.000124224
qualify,0,5206,2844,0.000124224
todd,0,5206,2844,0.000124224
eight,0,5206,2844,0.000124224
adoption,0,5206,2844,0.000124224
practical,0,5206,2844,0.000124224
apron,0,5206,2844,0.000124224
foodie,0,5206,2844,0.000124224
sesame,0,5206,2844,0.000124224
national,0,5206,2844,0.000124224
geographic,0,5206,2844,0.000124224
tango,0,5206,2844,0.000124224
apollo,0,5206,2844,0.000124224
complicate,0,5206,2844,0.000124224
rescue,0,5206,2844,0.000124224
ensemble,0,5206,2844,0.000124224
incentive,0,5206,2844,0.000124224
belle,0,5206,2844,0.000124224
bug,0,5206,2844,0.000124224
tester,0,5206,2844,0.000124224
cerulean,0,5206,2844,0.000124224
size,0,5206,2844,0.000124224
freez,0,5206,2844,0.000124224
demonstrate,0,5206,2844,0.000124224
apart,0,5206,2844,0.000124224
genuine,0,5206,2844,0.000124224
fake,0,5206,2844,0.000124224
scammer,0,5206,2844,0.000124224
lure,0,5206,2844,0.000124224
grant,0,5206,2844,0.000124224
pinball,0,5206,2844,0.000124224
table,0,5206,2844,0.000124224
strongly,0,5206,2844,0.000124224
recommend,0,5206,2844,0.000124224
contest,0,5206,2844,0.000124224
chariti,0,5206,2844,0.000124224
unfortunately,0,5206,2844,0.000124224
catchment,0,5206,2844,0.000124224
cloth,0,5206,2844,0.000124224
alchemy,0,5206,2844,0.000124224
exclude,0,5206,2844,0.000124224
scribble,0,5206,2844,0.000124224
anti,0,5206,2844,0.000124224
expos,0,5206,2844,0.000124224
kept,0,5206,2844,0.000124224
fell,0,5206,2844,0.000124224
exist,0,5206,2844,0.000124224
realisation,0,5206,2844,0.000124224
complex,0,5206,2844,0.000124224
angle,0,5206,2844,0.000124224
contrast,0,5206,2844,0.000124224
portal,0,5206,2844,0.000124224
finalise,0,5206,2844,0.000124224
dodg,0,5206,2844,0.000124224
bullet,0,5206,2844,0.000124224
acquire,0,5206,2844,0.000124224
exact,0,5206,2844,0.000124224
favor,0,5206,2844,0.000124224
fresh,0,5206,2844,0.000124224
disclos,0,5206,2844,0.000124224
nascent,0,5206,2844,0.000124224
exploit,0,5206,2844,0.000124224
pose,0,5206,2844,0.000124224
rookie,0,5206,2844,0.000124224
veteran,0,5206,2844,0.000124224
tier,0,5206,2844,0.000124224
natural,0,5206,2844,0.000124224
ergonomic,0,5206,2844,0.000124224
guard,0,5206,2844,0.000124224
creation,0,5206,2844,0.000124224
range,0,5206,2844,0.000124224
tick,0,5206,2844,0.000124224
vouch,0,5206,2844,0.000124224
programmer,0,5206,2844,0.000124224
ethical,0,5206,2844,0.000124224
interactive,0,5206,2844,0.000124224
winner,0,5206,2844,0.000124224
sweepstake,0,5206,2844,0.000124224
log-in,0,5206,2844,0.000124224
competitor,0,5206,2844,0.000124224
dryad,0,5206,2844,0.000124224
mary,0,5206,2844,0.000124224
basically,0,5206,2844,0.000124224
glorifi,0,5206,2844,0.000124224
approache,0,5206,2844,0.000124224
wild,0,5206,2844,0.000124224
follower,0,5206,2844,0.000124224
giveaway,0,5206,2844,0.000124224
mock,0,5206,2844,0.000124224
circuit,0,5206,2844,0.000124224
saint,0,5206,2844,0.000124224
doughnut,0,5206,2844,0.000124224
dinner,0,5206,2844,0.000124224
techno,0,5206,2844,0.000124224
depot,0,5206,2844,0.000124224
shopper,0,5206,2844,0.000124224
distribution,0,5206,2844,0.000124224
philip,0,5206,2844,0.000124224
nobel,0,5206,2844,0.000124224
writer,0,5206,2844,0.000124224
squar,0,5206,2844,0.000124224
corner,0,5206,2844,0.000124224
wary,0,5206,2844,0.000124224
soft,0,5206,2844,0.000124224
proxy,0,5206,2844,0.000124224
unblock,0,5206,2844,0.000124224
plush,0,5206,2844,0.000124224
tutter,0,5206,2844,0.000124224
deploy,0,5206,2844,0.000124224
