Words,Features,# of words in google,# of unique words in all documents,Condition prob of given word in google
pacific,0,4240,2844,0.000141163
region,0,4240,2844,0.000141163
parkway,0,4240,2844,0.000141163
novena,0,4240,2844,0.000141163
premier,0,4240,2844,0.000141163
healthcare,0,4240,2844,0.000141163
impatient,0,4240,2844,0.000141163
arriver,0,4240,2844,0.000141163
salisbury,0,4240,2844,0.000141163
tournament,0,4240,2844,0.000141163
fire,0,4240,2844,0.000141163
fringe,0,4240,2844,0.000141163
pulse,0,4240,2844,0.000141163
para,0,4240,2844,0.000141163
ringgit,0,4240,2844,0.000141163
european,0,4240,2844,0.000141163
currenci,0,4240,2844,0.000141163
strengthen,0,4240,2844,0.000141163
outweigh,0,4240,2844,0.000141163
higher,0,4240,2844,0.000141163
ey,0,4240,2844,0.000141163
thailand,0,4240,2844,0.000141163
factor,0,4240,2844,0.000141163
agency,0,4240,2844,0.000141163
originally,0,4240,2844,0.000141163
guardian,0,4240,2844,0.000141163
shop,0,4240,2844,0.000141163
strategi,0,4240,2844,0.000141163
pace,0,4240,2844,0.000141163
spain,0,4240,2844,0.000141163
downside,0,4240,2844,0.000141163
rumour,0,4240,2844,0.000141163
dive,0,4240,2844,0.000141163
bond,0,4240,2844,0.000141163
strait,0,4240,2844,0.000141163
wheat,0,4240,2844,0.000141163
monopoly,0,4240,2844,0.000141163
swap,0,4240,2844,0.000141163
compliance,0,4240,2844,0.000141163
leas,0,4240,2844,0.000141163
programme,0,4240,2844,0.000141163
rachel,0,4240,2844,0.000141163
specify,0,4240,2844,0.000141163
license,0,4240,2844,0.000141163
surfactant,0,4240,2844,0.000141163
sauce,0,4240,2844,0.000141163
tout,0,4240,2844,0.000141163
beau,0,4240,2844,0.000141163
panda,0,4240,2844,0.000141163
affect,0,4240,2844,0.000141163
rank,0,4240,2844,0.000141163
vendor,0,4240,2844,0.000141163
degree,0,4240,2844,0.000141163
format,0,4240,2844,0.000141163
annotate,0,4240,2844,0.000141163
bibliography,0,4240,2844,0.000141163
jew,0,4240,2844,0.000141163
jesu,0,4240,2844,0.000141163
hitler,0,4240,2844,0.000141163
lab,0,4240,2844,0.000141163
harvard,0,4240,2844,0.000141163
mindfulness,0,4240,2844,0.000141163
technique,0,4240,2844,0.000141163
jewel,0,4240,2844,0.000141163
swear,0,4240,2844,0.000141163
nada,0,4240,2844,0.000141163
dealt,0,4240,2844,0.000141163
method,0,4240,2844,0.000141163
profitable,0,4240,2844,0.000141163
duke,0,4240,2844,0.000141163
homeless,0,4240,2844,0.000141163
Youth,0,4240,2844,0.000141163
domestic,0,4240,2844,0.000141163
violence,0,4240,2844,0.000141163
newbi,0,4240,2844,0.000141163
river,0,4240,2844,0.000141163
waste,0,4240,2844,0.000141163
will,0,4240,2844,0.000141163
hail,0,4240,2844,0.000141163
encounter,0,4240,2844,0.000141163
agenda,0,4240,2844,0.000141163
funniest,0,4240,2844,0.000141163
sushi,0,4240,2844,0.000141163
lawyer,0,4240,2844,0.000141163
police,0,4240,2844,0.000141163
okay,0,4240,2844,0.000141163
feedback,0,4240,2844,0.000141163
settlement,0,4240,2844,0.000141163
plaintiff,0,4240,2844,0.000141163
role,0,4240,2844,0.000141163
insolvency,0,4240,2844,0.000141163
reconnaissance,0,4240,2844,0.000141163
caution,0,4240,2844,0.000141163
cyanogen,0,4240,2844,0.000141163
deep,0,4240,2844,0.000141163
participate,0,4240,2844,0.000141163
certification,0,4240,2844,0.000141163
spanish,0,4240,2844,0.000141163
medical,0,4240,2844,0.000141163
buffalo,0,4240,2844,0.000141163
pavilion,0,4240,2844,0.000141163
claw,0,4240,2844,0.000141163
relevance,0,4240,2844,0.000141163
rich,0,4240,2844,0.000141163
excel,0,4240,2844,0.000141163
productive,0,4240,2844,0.000141163
communication,0,4240,2844,0.000141163
underrate,0,4240,2844,0.000141163
dish,0,4240,2844,0.000141163
handset,0,4240,2844,0.000141163
explorer,0,4240,2844,0.000141163
eate,0,4240,2844,0.000141163
priceless,0,4240,2844,0.000141163
vancouver,0,4240,2844,0.000141163
evangelist,0,4240,2844,0.000141163
cash,0,4240,2844,0.000141163
coast,0,4240,2844,0.000141163
portland,0,4240,2844,0.000141163
safe,0,4240,2844,0.000141163
safety,0,4240,2844,0.000141163
technologi,0,4240,2844,0.000141163
encourage,0,4240,2844,0.000141163
career,0,4240,2844,0.000141163
enjoy,0,4240,2844,0.000141163
compell,0,4240,2844,0.000141163
self-service,0,4240,2844,0.000141163
registration,0,4240,2844,0.000141163
curate,0,4240,2844,0.000141163
greenwich,0,4240,2844,0.000141163
later,0,4240,2844,0.000141163
charity,0,4240,2844,0.000141163
philanthropy,0,4240,2844,0.000141163
scientist,0,4240,2844,0.000141163
extent,0,4240,2844,0.000141163
sponsor,0,4240,2844,0.000141163
delegate,0,4240,2844,0.000141163
validate,0,4240,2844,0.000141163
target,0,4240,2844,0.000141163
touchscreen,0,4240,2844,0.000141163
campu,0,4240,2844,0.000141163
mixer,0,4240,2844,0.000141163
science,0,4240,2844,0.000141163
fiction,0,4240,2844,0.000141163
playful,0,4240,2844,0.000141163
faculty,0,4240,2844,0.000141163
pois,0,4240,2844,0.000141163
action,0,4240,2844,0.000141163
contender,0,4240,2844,0.000141163
combine,0,4240,2844,0.000141163
interface,0,4240,2844,0.000141163
became,0,4240,2844,0.000141163
citizenship,0,4240,2844,0.000141163
member,0,4240,2844,0.000141163
border,0,4240,2844,0.000141163
utiliti,0,4240,2844,0.000141163
enterprise,0,4240,2844,0.000141163
scalability,0,4240,2844,0.000141163
unfair,0,4240,2844,0.000141163
assessment,0,4240,2844,0.000141163
sage,0,4240,2844,0.000141163
dynamic,0,4240,2844,0.000141163
opportuniti,0,4240,2844,0.000141163
tour,0,4240,2844,0.000141163
helsinki,0,4240,2844,0.000141163
finland,0,4240,2844,0.000141163
sugar-coate,0,4240,2844,0.000141163
blatant,0,4240,2844,0.000141163
propaganda,0,4240,2844,0.000141163
composite,0,4240,2844,0.000141163
individual,0,4240,2844,0.000141163
technological,0,4240,2844,0.000141163
futuristic,0,4240,2844,0.000141163
desir,0,4240,2844,0.000141163
provid,0,4240,2844,0.000141163
fund,0,4240,2844,0.000141163
sweatshop,0,4240,2844,0.000141163
gate,0,4240,2844,0.000141163
foundation,0,4240,2844,0.000141163
courtesy,0,4240,2844,0.000141163
inspir,0,4240,2844,0.000141163
surface,0,4240,2844,0.000141163
vulnerability,0,4240,2844,0.000141163
framework,0,4240,2844,0.000141163
eclips,0,4240,2844,0.000141163
violate,0,4240,2844,0.000141163
u.,0,4240,2844,0.000141163
law,0,4240,2844,0.000141163
netscape,0,4240,2844,0.000141163
victim,0,4240,2844,0.000141163
racketeer,0,4240,2844,0.000141163
outlaw,0,4240,2844,0.000141163
worker,0,4240,2844,0.000141163
chief,0,4240,2844,0.000141163
mole,0,4240,2844,0.000141163
messy,0,4240,2844,0.000141163
nightmare,0,4240,2844,0.000141163
creepy,0,4240,2844,0.000141163
enrage,0,4240,2844,0.000141163
produce,0,4240,2844,0.000141163
lobby,0,4240,2844,0.000141163
politician,0,4240,2844,0.000141163
acceptable,0,4240,2844,0.000141163
sit,0,4240,2844,0.000141163
compare,0,4240,2844,0.000141163
albatross,0,4240,2844,0.000141163
neck,0,4240,2844,0.000141163
happier,0,4240,2844,0.000141163
comp,0,4240,2844,0.000141163
discussion,0,4240,2844,0.000141163
grab,0,4240,2844,0.000141163
nearly,0,4240,2844,0.000141163
dine,0,4240,2844,0.000141163
lean,0,4240,2844,0.000141163
concept,0,4240,2844,0.000141163
corporation,0,4240,2844,0.000141163
difference,0,4240,2844,0.000141163
kick,0,4240,2844,0.000141163
alongside,0,4240,2844,0.000141163
colour,0,4240,2844,0.000141163
blew,0,4240,2844,0.000141163
water,0,4240,2844,0.000141163
interoperability,0,4240,2844,0.000141163
backward,0,4240,2844,0.000141163
compatibility,0,4240,2844,0.000141163
stephen,0,4240,2844,0.000141163
cesspit,0,4240,2844,0.000141163
extreme,0,4240,2844,0.000141163
avoid,0,4240,2844,0.000141163
negative,0,4240,2844,0.000141163
comment,0,4240,2844,0.000141163
distrust,0,4240,2844,0.000141163
angst,0,4240,2844,0.000141163
fixation,0,4240,2844,0.000141163
wave,0,4240,2844,0.000141163
bye-bye,0,4240,2844,0.000141163
preach,0,4240,2844,0.000141163
value,0,4240,2844,0.000141163
excuse,0,4240,2844,0.000141163
instantly,0,4240,2844,0.000141163
manually,0,4240,2844,0.000141163
unproductive,0,4240,2844,0.000141163
forc,0,4240,2844,0.000141163
enemi,0,4240,2844,0.000141163
pray,0,4240,2844,0.000141163
licens,0,4240,2844,0.000141163
baffle,0,4240,2844,0.000141163
moron,0,4240,2844,0.000141163
arrogance,0,4240,2844,0.000141163
compliment,0,4240,2844,0.000141163
obituari,0,4240,2844,0.000141163
riskiest,0,4240,2844,0.000141163
attribut,0,4240,2844,0.000141163
undergo,0,4240,2844,0.000141163
trial,0,4240,2844,0.000141163
alleg,0,4240,2844,0.000141163
practice,0,4240,2844,0.000141163
conclud,0,4240,2844,0.000141163
march,0,4240,2844,0.000141163
ultimate,0,4240,2844,0.000141163
catastrophe,0,4240,2844,0.000141163
plot,0,4240,2844,0.000141163
loathe,0,4240,2844,0.000141163
unable,0,4240,2844,0.000141163
german,0,4240,2844,0.000141163
federal,0,4240,2844,0.000141163
trojan,0,4240,2844,0.000141163
spy,0,4240,2844,0.000141163
exception,0,4240,2844,0.000141163
slack,0,4240,2844,0.000141163
mandarin,0,4240,2844,0.000141163
studi,0,4240,2844,0.000141163
cisco,0,4240,2844,0.000141163
sledgehammer,0,4240,2844,0.000141163
sake,0,4240,2844,0.000141163
friendship,0,4240,2844,0.000141163
aggressive,0,4240,2844,0.000141163
criticise,0,4240,2844,0.000141163
face-to-face,0,4240,2844,0.000141163
corporate,0,4240,2844,0.000141163
bonobo,0,4240,2844,0.000141163
monkey,0,4240,2844,0.000141163
ass,0,4240,2844,0.000141163
linux,0,4240,2844,0.000141163
extremist,0,4240,2844,0.000141163
attack,0,4240,2844,0.000141163
freedom,0,4240,2844,0.000141163
age,0,4240,2844,0.000141163
faith,0,4240,2844,0.000141163
lift,0,4240,2844,0.000141163
clear,0,4240,2844,0.000141163
disable,0,4240,2844,0.000141163
third,0,4240,2844,0.000141163
unmindful,0,4240,2844,0.000141163
collect,0,4240,2844,0.000141163
letter,0,4240,2844,0.000141163
retire,0,4240,2844,0.000141163
techie,0,4240,2844,0.000141163
leader,0,4240,2844,0.000141163
darkness,0,4240,2844,0.000141163
bind,0,4240,2844,0.000141163
vista,0,4240,2844,0.000141163
unborn,0,4240,2844,0.000141163
prediction,0,4240,2844,0.000141163
dell,0,4240,2844,0.000141163
shitty,0,4240,2844,0.000141163
ghost,0,4240,2844,0.000141163
logic,0,4240,2844,0.000141163
enlighten,0,4240,2844,0.000141163
diaz,0,4240,2844,0.000141163
influential,0,4240,2844,0.000141163
hispanic,0,4240,2844,0.000141163
compiler,0,4240,2844,0.000141163
specialist,0,4240,2844,0.000141163
bangalore,0,4240,2844,0.000141163
spigot,0,4240,2844,0.000141163
paper,0,4240,2844,0.000141163
bogu,0,4240,2844,0.000141163
benchmark,0,4240,2844,0.000141163
testify,0,4240,2844,0.000141163
novel,0,4240,2844,0.000141163
copyright,0,4240,2844,0.000141163
advert,0,4240,2844,0.000141163
denali,0,4240,2844,0.000141163
technical,0,4240,2844,0.000141163
researcher,0,4240,2844,0.000141163
gentle,0,4240,2844,0.000141163
meekly,0,4240,2844,0.000141163
doom,0,4240,2844,0.000141163
supporter,0,4240,2844,0.000141163
quote,0,4240,2844,0.000141163
episode,0,4240,2844,0.000141163
hawaii,0,4240,2844,0.000141163
kickoff,0,4240,2844,0.000141163
ping,0,4240,2844,0.000141163
embrac,0,4240,2844,0.000141163
apache,0,4240,2844,0.000141163
azure,0,4240,2844,0.000141163
pareto,0,4240,2844,0.000141163
chart,0,4240,2844,0.000141163
procedural,0,4240,2844,0.000141163
syntax,0,4240,2844,0.000141163
talent,0,4240,2844,0.000141163
boast,0,4240,2844,0.000141163
temp,0,4240,2844,0.000141163
workforce,0,4240,2844,0.000141163
beeline,0,4240,2844,0.000141163
central,0,4240,2844,0.000141163
boxe,0,4240,2844,0.000141163
holiday,0,4240,2844,0.000141163
bundle,0,4240,2844,0.000141163
season,0,4240,2844,0.000141163
joint,0,4240,2844,0.000141163
vital,0,4240,2844,0.000141163
participation,0,4240,2844,0.000141163
weep,0,4240,2844,0.000141163
mercy,0,4240,2844,0.000141163
firmware,0,4240,2844,0.000141163
innovate,0,4240,2844,0.000141163
api,0,4240,2844,0.000141163
basic,0,4240,2844,0.000141163
broadly,0,4240,2844,0.000141163
insight,0,4240,2844,0.000141163
organization,0,4240,2844,0.000141163
interact,0,4240,2844,0.000141163
norway,0,4240,2844,0.000141163
chair,0,4240,2844,0.000141163
interview,0,4240,2844,0.000141163
minority,0,4240,2844,0.000141163
carnegie,0,4240,2844,0.000141163
mellon,0,4240,2844,0.000141163
incomparable,0,4240,2844,0.000141163
tangl,0,4240,2844,0.000141163
mess,0,4240,2844,0.000141163
desk,0,4240,2844,0.000141163
conductive,0,4240,2844,0.000141163
gesture,0,4240,2844,0.000141163
spare,0,4240,2844,0.000141163
arbitrary,0,4240,2844,0.000141163
everyday,0,4240,2844,0.000141163
booth,0,4240,2844,0.000141163
duty,0,4240,2844,0.000141163
modern,0,4240,2844,0.000141163
warfare,0,4240,2844,0.000141163
transform,0,4240,2844,0.000141163
dancer,0,4240,2844,0.000141163
nowhere,0,4240,2844,0.000141163
near,0,4240,2844,0.000141163
slash,0,4240,2844,0.000141163
quincy,0,4240,2844,0.000141163
washington,0,4240,2844,0.000141163
summary,0,4240,2844,0.000141163
,0,4240,2844,0.000141163
feet,0,4240,2844,0.000141163
supplier,0,4240,2844,0.000141163
sustainability,0,4240,2844,0.000141163
movement,0,4240,2844,0.000141163
plastic,0,4240,2844,0.000141163
approach,0,4240,2844,0.000141163
durban,0,4240,2844,0.000141163
conflict,0,4240,2844,0.000141163
guru,0,4240,2844,0.000141163
institute,0,4240,2844,0.000141163
accuracy,0,4240,2844,0.000141163
integration,0,4240,2844,0.000141163
incorrect,0,4240,2844,0.000141163
association,0,4240,2844,0.000141163
undecid,0,4240,2844,0.000141163
minu,0,4240,2844,0.000141163
celebrity,0,4240,2844,0.000141163
impersonation,0,4240,2844,0.000141163
common,0,4240,2844,0.000141163
clothe,0,4240,2844,0.000141163
initiative,0,4240,2844,0.000141163
alternate,0,4240,2844,0.000141163
row,0,4240,2844,0.000141163
shortcut,0,4240,2844,0.000141163
bargain,0,4240,2844,0.000141163
bruise,0,4240,2844,0.000141163
expectation,0,4240,2844,0.000141163
deployment,0,4240,2844,0.000141163
securiti,0,4240,2844,0.000141163
interaction,0,4240,2844,0.000141163
engag,0,4240,2844,0.000141163
diss,0,4240,2844,0.000141163
e-commerce,0,4240,2844,0.000141163
expert,0,4240,2844,0.000141163
manipulate,0,4240,2844,0.000141163
swipe,0,4240,2844,0.000141163
dawn,0,4240,2844,0.000141163
evan,0,4240,2844,0.000141163
exec,0,4240,2844,0.000141163
seri,0,4240,2844,0.000141163
operation,0,4240,2844,0.000141163
holographic,0,4240,2844,0.000141163
vision,0,4240,2844,0.000141163
governance,0,4240,2844,0.000141163
exam,0,4240,2844,0.000141163
appli,0,4240,2844,0.000141163
critic,0,4240,2844,0.000141163
friendliness,0,4240,2844,0.000141163
branch,0,4240,2844,0.000141163
appliance,0,4240,2844,0.000141163
hybrid,0,4240,2844,0.000141163
gateway,0,4240,2844,0.000141163
fanatic,0,4240,2844,0.000141163
secur,0,4240,2844,0.000141163
certificate,0,4240,2844,0.000141163
brief,0,4240,2844,0.000141163
intelligence,0,4240,2844,0.000141163
studio,0,4240,2844,0.000141163
package,0,4240,2844,0.000141163
wonderful,0,4240,2844,0.000141163
orlando,0,4240,2844,0.000141163
automation,0,4240,2844,0.000141163
disney,0,4240,2844,0.000141163
course,0,4240,2844,0.000141163
persona,0,4240,2844,0.000141163
celebriti,0,4240,2844,0.000141163
road,0,4240,2844,0.000141163
newly,0,4240,2844,0.000141163
testimonial,0,4240,2844,0.000141163
seriou,0,4240,2844,0.000141163
view,0,4240,2844,0.000141163
connectivity,0,4240,2844,0.000141163
breakfast,0,4240,2844,0.000141163
slam,0,4240,2844,0.000141163
refine,0,4240,2844,0.000141163
regard,0,4240,2844,0.000141163
sugar,0,4240,2844,0.000141163
database,0,4240,2844,0.000141163
structure,0,4240,2844,0.000141163
accelerate,0,4240,2844,0.000141163
var,0,4240,2844,0.000141163
lucky,0,4240,2844,0.000141163
19th,0,4240,2844,0.000141163
department,0,4240,2844,0.000141163
justice,0,4240,2844,0.000141163
began,0,4240,2844,0.000141163
obsolete,0,4240,2844,0.000141163
flood,0,4240,2844,0.000141163
crisi,0,4240,2844,0.000141163
bangkok,0,4240,2844,0.000141163
county,0,4240,2844,0.000141163
automate,0,4240,2844,0.000141163
optimization,0,4240,2844,0.000141163
visibility,0,4240,2844,0.000141163
publish,0,4240,2844,0.000141163
cookbook,0,4240,2844,0.000141163
disguise,0,4240,2844,0.000141163
amateur,0,4240,2844,0.000141163
obviou,0,4240,2844,0.000141163
voucher,0,4240,2844,0.000141163
quarterly,0,4240,2844,0.000141163
implement,0,4240,2844,0.000141163
prompt,0,4240,2844,0.000141163
elevate,0,4240,2844,0.000141163
silently,0,4240,2844,0.000141163
academy,0,4240,2844,0.000141163
kenya,0,4240,2844,0.000141163
east,0,4240,2844,0.000141163
southern,0,4240,2844,0.000141163
multimedia,0,4240,2844,0.000141163
stravinsky,0,4240,2844,0.000141163
cd-rom,0,4240,2844,0.000141163
notebook,0,4240,2844,0.000141163
plug,0,4240,2844,0.000141163
installation,0,4240,2844,0.000141163
trashe,0,4240,2844,0.000141163
credential,0,4240,2844,0.000141163
director,0,4240,2844,0.000141163
consult,0,4240,2844,0.000141163
oracle,0,4240,2844,0.000141163
trade,0,4240,2844,0.000141163
packag,0,4240,2844,0.000141163
david,0,4240,2844,0.000141163
seize,0,4240,2844,0.000141163
boss,0,4240,2844,0.000141163
tile,0,4240,2844,0.000141163
heaven,0,4240,2844,0.000141163
gadgeteer,0,4240,2844,0.000141163
stimulate,0,4240,2844,0.000141163
playback,0,4240,2844,0.000141163
badge,0,4240,2844,0.000141163
additional,0,4240,2844,0.000141163
internal,0,4240,2844,0.000141163
greenest,0,4240,2844,0.000141163
danger,0,4240,2844,0.000141163
anonymou,0,4240,2844,0.000141163
example,0,4240,2844,0.000141163
pitman,0,4240,2844,0.000141163
customize,0,4240,2844,0.000141163
scam,0,4240,2844,0.000141163
viru,0,4240,2844,0.000141163
potential,0,4240,2844,0.000141163
qualification,0,4240,2844,0.000141163
lay,0,4240,2844,0.000141163
toulouse,0,4240,2844,0.000141163
achiev,0,4240,2844,0.000141163
mill,0,4240,2844,0.000141163
transaction,0,4240,2844,0.000141163
garner,0,4240,2844,0.000141163
organise,0,4240,2844,0.000141163
gold,0,4240,2844,0.000141163
tumble,0,4240,2844,0.000141163
dozen,0,4240,2844,0.000141163
organize,0,4240,2844,0.000141163
emergency,0,4240,2844,0.000141163
seat,0,4240,2844,0.000141163
delaware,0,4240,2844,0.000141163
projector,0,4240,2844,0.000141163
south,0,4240,2844,0.000141163
richmond,0,4240,2844,0.000141163
backyard,0,4240,2844,0.000141163
queue,0,4240,2844,0.000141163
workspace,0,4240,2844,0.000141163
ti,0,4240,2844,0.000141163
fri,0,4240,2844,0.000141163
balance,0,4240,2844,0.000141163
surpass,0,4240,2844,0.000141163
government,0,4240,2844,0.000141163
blob,0,4240,2844,0.000141163
milky,0,4240,2844,0.000141163
film,0,4240,2844,0.000141163
busyness,0,4240,2844,0.000141163
pocket,0,4240,2844,0.000141163
handheld,0,4240,2844,0.000141163
sterl,0,4240,2844,0.000141163
resume,0,4240,2844,0.000141163
consideration,0,4240,2844,0.000141163
algeria,0,4240,2844,0.000141163
britain,0,4240,2844,0.000141163
attract,0,4240,2844,0.000141163
shot,0,4240,2844,0.000141163
custom,0,4240,2844,0.000141163
sort,0,4240,2844,0.000141163
categori,0,4240,2844,0.000141163
wire,0,4240,2844,0.000141163
comput,0,4240,2844,0.000141163
escape,0,4240,2844,0.000141163
cake,0,4240,2844,0.000141163
involv,0,4240,2844,0.000141163
balm,0,4240,2844,0.000141163
royalti,0,4240,2844,0.000141163
pastel,0,4240,2844,0.000141163
physical,0,4240,2844,0.000141163
creator,0,4240,2844,0.000141163
driver,0,4240,2844,0.000141163
administrator,0,4240,2844,0.000141163
consultant,0,4240,2844,0.000141163
trainer,0,4240,2844,0.000141163
bank,0,4240,2844,0.000141163
hype,0,4240,2844,0.000141163
workload,0,4240,2844,0.000141163
qualify,0,4240,2844,0.000141163
todd,0,4240,2844,0.000141163
eight,0,4240,2844,0.000141163
adoption,0,4240,2844,0.000141163
practical,0,4240,2844,0.000141163
apron,0,4240,2844,0.000141163
foodie,0,4240,2844,0.000141163
sesame,0,4240,2844,0.000141163
national,0,4240,2844,0.000141163
geographic,0,4240,2844,0.000141163
tango,0,4240,2844,0.000141163
apollo,0,4240,2844,0.000141163
complicate,0,4240,2844,0.000141163
rescue,0,4240,2844,0.000141163
ensemble,0,4240,2844,0.000141163
incentive,0,4240,2844,0.000141163
belle,0,4240,2844,0.000141163
bug,0,4240,2844,0.000141163
tester,0,4240,2844,0.000141163
cerulean,0,4240,2844,0.000141163
size,0,4240,2844,0.000141163
freez,0,4240,2844,0.000141163
demonstrate,0,4240,2844,0.000141163
apart,0,4240,2844,0.000141163
genuine,0,4240,2844,0.000141163
fake,0,4240,2844,0.000141163
scammer,0,4240,2844,0.000141163
lure,0,4240,2844,0.000141163
grant,0,4240,2844,0.000141163
pinball,0,4240,2844,0.000141163
table,0,4240,2844,0.000141163
strongly,0,4240,2844,0.000141163
recommend,0,4240,2844,0.000141163
contest,0,4240,2844,0.000141163
chariti,0,4240,2844,0.000141163
unfortunately,0,4240,2844,0.000141163
catchment,0,4240,2844,0.000141163
cloth,0,4240,2844,0.000141163
alchemy,0,4240,2844,0.000141163
exclude,0,4240,2844,0.000141163
scribble,0,4240,2844,0.000141163
anti,0,4240,2844,0.000141163
expos,0,4240,2844,0.000141163
kept,0,4240,2844,0.000141163
fell,0,4240,2844,0.000141163
exist,0,4240,2844,0.000141163
realisation,0,4240,2844,0.000141163
complex,0,4240,2844,0.000141163
angle,0,4240,2844,0.000141163
contrast,0,4240,2844,0.000141163
portal,0,4240,2844,0.000141163
finalise,0,4240,2844,0.000141163
dodg,0,4240,2844,0.000141163
bullet,0,4240,2844,0.000141163
acquire,0,4240,2844,0.000141163
exact,0,4240,2844,0.000141163
favor,0,4240,2844,0.000141163
fresh,0,4240,2844,0.000141163
disclos,0,4240,2844,0.000141163
nascent,0,4240,2844,0.000141163
exploit,0,4240,2844,0.000141163
pose,0,4240,2844,0.000141163
rookie,0,4240,2844,0.000141163
veteran,0,4240,2844,0.000141163
tier,0,4240,2844,0.000141163
natural,0,4240,2844,0.000141163
ergonomic,0,4240,2844,0.000141163
guard,0,4240,2844,0.000141163
creation,0,4240,2844,0.000141163
range,0,4240,2844,0.000141163
tick,0,4240,2844,0.000141163
vouch,0,4240,2844,0.000141163
programmer,0,4240,2844,0.000141163
ethical,0,4240,2844,0.000141163
interactive,0,4240,2844,0.000141163
winner,0,4240,2844,0.000141163
sweepstake,0,4240,2844,0.000141163
log-in,0,4240,2844,0.000141163
competitor,0,4240,2844,0.000141163
dryad,0,4240,2844,0.000141163
mary,0,4240,2844,0.000141163
basically,0,4240,2844,0.000141163
glorifi,0,4240,2844,0.000141163
approache,0,4240,2844,0.000141163
wild,0,4240,2844,0.000141163
follower,0,4240,2844,0.000141163
giveaway,0,4240,2844,0.000141163
mock,0,4240,2844,0.000141163
circuit,0,4240,2844,0.000141163
saint,0,4240,2844,0.000141163
doughnut,0,4240,2844,0.000141163
dinner,0,4240,2844,0.000141163
techno,0,4240,2844,0.000141163
depot,0,4240,2844,0.000141163
shopper,0,4240,2844,0.000141163
distribution,0,4240,2844,0.000141163
philip,0,4240,2844,0.000141163
nobel,0,4240,2844,0.000141163
writer,0,4240,2844,0.000141163
squar,0,4240,2844,0.000141163
corner,0,4240,2844,0.000141163
wary,0,4240,2844,0.000141163
soft,0,4240,2844,0.000141163
proxy,0,4240,2844,0.000141163
unblock,0,4240,2844,0.000141163
plush,0,4240,2844,0.000141163
turret,0,4240,2844,0.000141163
deploy,0,4240,2844,0.000141163
